node_id,label,feat
1528,1,"0.0002920560747663,0.0002920560747663,0.0,0.2623885682384772,0.0011735614394625"
1529,1,"0.0002920560747663,0.0002920560747663,0.0,0.2282643469635804,0.0004817449339299"
1530,1,"0.0029205607476635,0.0020443925233644,0.0001267478594077,0.2571265752710931,0.0025456387841821"
1531,1,"0.0011682242990654,0.0011682242990654,1.0631074874545357e-06,0.2485807111030891,0.0022391191146094"
1532,1,"0.0014602803738317,0.0014602803738317,0.0,0.2628454740878714,0.0028391849279843"
1533,1,"0.0026285046728971,0.0026285046728971,1.2848488199742529e-05,0.236624605930324,0.0047088154317647"
1534,1,"0.0002920560747663,0.0002920560747663,0.0,0.2324018279534024,0.0002420287073406"
1535,1,"0.0055490654205607,0.0055490654205607,0.0010205025422564,0.2898987097011058,0.0180599510348074"
1536,1,"0.004964953271028,0.004964953271028,3.7477744115592535e-05,0.2955754089564902,0.0188948688372151"
1537,1,"0.0002920560747663,0.0002920560747663,0.0,0.2623885682384772,0.0011735614394625"
1538,1,"0.0017523364485981,0.0020443925233644,8.544899615521234e-06,0.2348341503165383,0.0004658586250565"
1539,2,"0.0040887850467289,0.0032126168224299,8.214608873760221e-05,0.2835373736019611,0.0043373518606442"
1540,1,"0.0002920560747663,0.0002920560747663,0.0002876193479513,0.2503988628884156,0.0011229336752924"
1541,1,"0.0032126168224299,0.0026285046728971,0.0040253620785431,0.28573306828654,0.0055676002722244"
1542,1,"0.0017523364485981,0.0017523364485981,2.903317762038052e-06,0.2614383340911799,0.002493533224325"
1543,1,"0.0002920560747663,0.0002920560747663,0.0002880459562989,0.1996626815552049,1.6206493165409186e-05"
1544,1,"0.0043808411214953,0.0046728971962616,5.208865867469407e-05,0.2862502990799214,0.0055793186507219"
1545,1,"0.0017523364485981,0.0020443925233644,0.0002889405545712,0.2369623033841992,0.0027983197734944"
1546,1,"0.0029205607476635,0.0029205607476635,6.117844470627621e-05,0.2509665749415182,0.0071368945913418"
1547,2,"0.0064252336448598,0.0064252336448598,2.4784638366366605e-05,0.2994400107868502,0.0276615694787842"
1548,1,"0.0020443925233644,0.0017523364485981,1.580935596881761e-06,0.2568680166790043,0.0015515395112462"
1549,1,"0.0020443925233644,0.0020443925233644,1.5854954420219012e-05,0.2582061830049116,0.0015506180253541"
1550,2,"0.0043808411214953,0.0052570093457943,0.0023628046733622,0.2803300455534499,0.0030300048725932"
1551,1,"0.0011682242990654,0.0011682242990654,1.3065971999562682e-06,0.2531475620998756,0.0009146688826932"
1552,2,"0.0219042056074766,0.0216121495327102,0.0010384587394112,0.300823418754069,0.0286866649726828"
1553,2,"0.0070093457943925,0.0073014018691588,0.0018108805839981,0.3162054579724022,0.0183638371449743"
1554,1,"0.0011682242990654,0.0011682242990654,1.3016965024673988e-07,0.2690205540850752,0.0017326978668924"
1555,2,"0.0026285046728971,0.0026285046728971,0.000456627852341,0.285242202338616,0.0040040011064479"
1556,2,"0.0026285046728971,0.0026285046728971,0.0001026700261551,0.2826444565176754,0.0055204455378465"
1557,1,"0.0035046728971962,0.0020443925233644,0.0008634253494977,0.2881879475506524,0.0075326434427008"
1558,1,"0.0005841121495327,0.0005841121495327,0.0,0.2390089045362147,0.0005248911401937"
1559,1,"0.0026285046728971,0.0026285046728971,0.000582772439364,0.285364760645026,0.0045434105504788"
1560,1,"0.0026285046728971,0.0026285046728971,5.956346091510477e-06,0.2870668844766743,0.0095260290502841"
1561,1,"0.0017523364485981,0.0017523364485981,0.0001950005053473,0.274808814930997,0.0027860736416207"
1562,2,"0.0037967289719626,0.0037967289719626,0.001353572048155,0.2879380663856904,0.0053250760651198"
1563,1,"0.0026285046728971,0.0026285046728971,5.5076001862942606e-05,0.2784495823936079,0.0049220852162464"
1564,1,"0.0067172897196261,0.0067172897196261,0.0003272163964613,0.2839495271163889,0.0174994433808573"
1565,1,"0.0026285046728971,0.0023364485981308,0.0002079967576886,0.27535569814479,0.0039971627349855"
1566,1,"0.000876168224299,0.000876168224299,5.171170452769269e-07,0.2431566024475484,0.0025101106128065"
1567,2,"0.0058411214953271,0.0061331775700934,0.0058179302671756,0.2947097727747753,0.0054137344470287"
1568,1,"0.0014602803738317,0.0014602803738317,7.110139126651941e-09,0.2844115895534573,0.0076270308522987"
1569,1,"0.0002920560747663,0.0002920560747663,0.0,0.2623885682384772,0.0011735614394625"
1570,1,"0.0002920560747663,0.0002920560747663,0.0,0.2393706998937625,0.0002650573527528"
1571,1,"0.0020443925233644,0.0020443925233644,1.4748809725460272e-06,0.2875391566045691,0.007932398576827"
1572,1,"0.0014602803738317,0.0017523364485981,0.0005759767283439,0.242057709718359,0.0010785380850645"
1573,1,"0.0011682242990654,0.0011682242990654,0.0,0.2508149335065081,0.0035025737492158"
1574,1,"0.0011682242990654,0.0011682242990654,0.0,0.2508149335065081,0.0035025737492158"
1575,0,"0.0002920560747663,0.0002920560747663,0.0,0.1943118618856739,1.5565429616715823e-05"
1576,1,"0.000876168224299,0.000876168224299,0.0,0.2505500014807732,0.0025738362626635"
1577,1,"0.0002920560747663,0.0002920560747663,0.0,0.2274825126473604,0.0002605844910792"
1578,1,"0.0002920560747663,0.0002920560747663,0.0,0.2358682945966452,0.0009287374865523"
1579,1,"0.0035046728971962,0.0035046728971962,0.0002136795806928,0.2883380845381755,0.0092981657089443"
1580,1,"0.0002920560747663,0.0005841121495327,8.379292241830005e-05,0.2419166401709163,0.0006697312918475"
1581,0,"0.0002920560747663,0.0002920560747663,0.0,0.2418990180380367,0.0006697312918475"
1582,1,"0.0005841121495327,0.0005841121495327,2.41744730306166e-07,0.1943687281022047,1.4311644315734329e-05"
1583,1,"0.0002920560747663,0.0002920560747663,0.0,0.2418990180380367,0.0006697312918475"
1584,1,"0.0011682242990654,0.0011682242990654,0.0001196196930175,0.2420047893620586,0.0010650160577928"
1585,1,"0.0017523364485981,0.0017523364485981,0.0004565494844321,0.258326699309698,0.0027346608366339"
1586,1,"0.0005841121495327,0.0005841121495327,0.0,0.241934264871497,0.0007091975836691"
1587,1,"0.0005841121495327,0.0005841121495327,1.27982504279735e-07,0.2047595091642723,5.327081190504261e-05"
1588,1,"0.000876168224299,0.0005841121495327,8.39635657573397e-05,0.2419871543850592,0.0006858038456965"
1589,1,"0.0002920560747663,0.0005841121495327,0.0,0.2418990180380367,0.0006697312918475"
1590,1,"0.0002920560747663,0.0002920560747663,0.0,0.2418990180380367,0.0006697312918475"
1591,1,"0.0017523364485981,0.0014602803738317,0.000740420328081,0.2420753549807674,0.0009565221469619"
1592,1,"0.0067172897196261,0.0067172897196261,0.0012832617201415,0.2957860265098573,0.0180557456685766"
1593,1,"0.0014602803738317,0.0014602803738317,0.0,0.2508907313105295,0.003580058072244"
1594,1,"0.0002920560747663,0.0002920560747663,0.0,0.2418990180380367,0.0006697312918475"
1595,1,"0.0002920560747663,0.0002920560747663,0.0,0.2418990180380367,0.0006697312918475"
1596,1,"0.0005841121495327,0.0002920560747663,0.0,0.2419166401709163,0.0006793969197209"
1597,1,"0.0011682242990654,0.0011682242990654,0.0,0.2508149335065081,0.0035025737492158"
1598,1,"0.0011682242990654,0.0011682242990654,0.0002544179466205,0.1943914839095105,3.5140029849778884e-05"
1599,1,"0.0005841121495327,0.0005841121495327,0.0002876193479513,0.2454571453637496,0.0005882014166961"
1600,1,"0.0002920560747663,0.0002920560747663,0.0,0.2231713521254145,0.0001480306979737"
1601,1,"0.0002920560747663,0.0002920560747663,0.0,0.2539218320558318,0.000735994317056"
1602,1,"0.0005841121495327,0.0005841121495327,0.0,0.2258579690965223,0.0001470279797716"
1603,1,"0.0002920560747663,0.0002920560747663,0.0,0.2454208646534748,0.0005646456333526"
1604,1,"0.0002920560747663,0.0002920560747663,4.2660834759911645e-08,0.1965080608098803,8.49002891268736e-06"
1605,1,"0.0005841121495327,0.0005841121495327,0.0,0.255209784785288,0.0013006399504087"
1606,1,"0.0002920560747663,0.0002920560747663,0.0,0.2454208646534748,0.0005646456333526"
1607,1,"0.0005841121495327,0.0005841121495327,0.0,0.255209784785288,0.0013006399504087"
1608,1,"0.0002920560747663,0.0002920560747663,0.0,0.2539218320558318,0.000735994317056"
1609,1,"0.0002920560747663,0.0002920560747663,0.0,0.2539218320558318,0.000735994317056"
1610,1,"0.0002920560747663,0.0002920560747663,0.0,0.2539218320558318,0.000735994317056"
1611,2,"0.0078855140186915,0.0084696261682242,0.0032854297111225,0.311664919720898,0.0187726931100561"
1612,1,"0.0002920560747663,0.0002920560747663,0.0,0.2258426087885043,0.0001338804994695"
1613,1,"0.0005841121495327,0.0005841121495327,0.0,0.255209784785288,0.0013006399504087"
1614,0,"0.0002920560747663,0.0002920560747663,0.0,0.2299397396223631,0.0001954773393541"
1615,1,"0.0005841121495327,0.0005841121495327,0.0,0.2360023963915974,0.0004726345473502"
1616,1,"0.0005841121495327,0.0005841121495327,6.02148244910964e-07,0.2500029902601948,0.0005640701203018"
1617,1,"0.0026285046728971,0.0026285046728971,2.943491247110699e-05,0.2566298083173236,0.0015745255504782"
1618,2,"0.0040887850467289,0.0040887850467289,0.0006402414762828,0.2572062365135286,0.0018704255479273"
1619,1,"0.000876168224299,0.000876168224299,0.0,0.2505878146412744,0.0008808527829674"
1620,1,"0.0014602803738317,0.0014602803738317,0.0,0.2502667661184843,0.0007213150797196"
1621,2,"0.014018691588785,0.014018691588785,0.0074834072058499,0.2754927592190284,0.0072520756927562"
1622,1,"0.0014602803738317,0.0014602803738317,2.586408703821563e-06,0.2613971756632689,0.0024422920600046"
1623,1,"0.0035046728971962,0.0035046728971962,1.894883858497984e-05,0.2511183998507387,0.0011830425761886"
1624,1,"0.0037967289719626,0.0037967289719626,3.046018116010963e-05,0.2571265752710931,0.0019162948686067"
1625,1,"0.0020443925233644,0.0020443925233644,2.451774494173811e-06,0.2562337746625129,0.0015255031983903"
1626,1,"0.0040887850467289,0.0040887850467289,0.0008721239030152,0.2565108697378471,0.0015880329367593"
1627,1,"0.000876168224299,0.000876168224299,0.0,0.2501724965817514,0.0006877355657373"
1628,1,"0.0029205607476635,0.0029205607476635,0.0001174828036008,0.2576052842778813,0.0019356350741062"
1629,1,"0.0058411214953271,0.0058411214953271,0.0045919772095999,0.2641417212556608,0.0019041627003233"
1630,1,"0.000876168224299,0.000876168224299,4.986800723044816e-06,0.2506067255019371,0.0008160092253364"
1631,1,"0.0020443925233644,0.0020443925233644,1.6050192109778478e-05,0.2565901498706667,0.0016172913175285"
1632,1,"0.0020443925233644,0.0023364485981308,4.530221250418605e-05,0.2567488572464951,0.0017273980933561"
1633,1,"0.0017523364485981,0.0017523364485981,4.896721902876816e-08,0.2503233619498091,0.0007381503138893"
1634,1,"0.0011682242990654,0.0011682242990654,2.8502505809502385e-05,0.2500594668393199,0.0006719808507677"
1635,1,"0.0011682242990654,0.0011682242990654,2.190129497743636e-05,0.2565108697378471,0.0015485135180087"
1636,1,"0.0026285046728971,0.0026285046728971,5.1271659356668586e-05,0.2568481490932143,0.0017956504831629"
1637,2,"0.0075934579439252,0.0073014018691588,0.0012275556119108,0.2781696866833781,0.004263014196833"
1638,1,"0.0011682242990654,0.0011682242990654,1.5499920350105297e-06,0.256194238514594,0.0013281191530483"
1639,1,"0.0014602803738317,0.0014602803738317,5.924181240145181e-06,0.2501159689407372,0.0006925476996599"
1640,2,"0.0075934579439252,0.0075934579439252,0.005982560586903,0.2576252691719292,0.0018810768836021"
1641,1,"0.000876168224299,0.000876168224299,2.586408703821563e-06,0.2600258178393366,0.0015752687567178"
1642,1,"0.004964953271028,0.004964953271028,0.0024000544654712,0.2804484181763507,0.0046006980696219"
1643,1,"0.0005841121495327,0.0005841121495327,0.0,0.2527237229548073,0.0006359709351408"
1644,1,"0.0002920560747663,0.0002920560747663,0.0,0.2504933031323955,0.0005831285053962"
1645,2,"0.0011682242990654,0.0011682242990654,1.6705704777972468e-06,0.2807091901628206,0.0026782191286197"
1646,1,"0.0002920560747663,0.0002920560747663,0.0,0.2504933031323955,0.0005831285053962"
1647,1,"0.0014602803738317,0.0014602803738317,2.4377619862806652e-08,0.2531089725324823,0.0009190158582484"
1648,1,"0.0002920560747663,0.0002920560747663,0.0,0.2504933031323955,0.0005831285053962"
1649,1,"0.0002920560747663,0.0002920560747663,0.0,0.2504933031323955,0.0005831285053962"
1650,1,"0.000876168224299,0.000876168224299,0.0,0.2508717775648688,0.0008150119922321"
1651,1,"0.0002920560747663,0.0002920560747663,0.0,0.2504933031323955,0.0005831285053962"
1652,1,"0.000876168224299,0.000876168224299,3.4128667807929324e-08,0.250531099179643,0.0006420305446546"
1653,1,"0.0002920560747663,0.0002920560747663,0.0,0.2504933031323955,0.0005831285053962"
1654,1,"0.0002920560747663,0.0002920560747663,0.0,0.2504933031323955,0.0005831285053962"
1655,1,"0.0005841121495327,0.0005841121495327,0.0,0.2662382521948342,0.0015298910810064"
1656,1,"0.0005841121495327,0.0005841121495327,0.0,0.2507391814879318,0.0007803541477553"
1657,1,"0.0005841121495327,0.0005841121495327,0.0,0.2527237229548073,0.0006359709351408"
1658,1,"0.0005841121495327,0.0005841121495327,0.0002880459562989,0.2050629689777799,2.5237033285685385e-05"
1659,1,"0.0002920560747663,0.0002920560747663,0.0,0.205037646309346,2.487787479703081e-05"
1660,1,"0.0002920560747663,0.0002920560747663,0.0,0.205037646309346,2.487787479703081e-05"
1661,1,"0.0002920560747663,0.0002920560747663,0.0,0.205037646309346,2.487787479703081e-05"
1662,1,"0.000876168224299,0.000876168224299,3.581057080048595e-07,0.2389917034635601,0.0004029896396856"
1663,1,"0.000876168224299,0.000876168224299,3.217441656729213e-05,0.2389917034635601,0.000398191249582"
1664,1,"0.0002920560747663,0.0002920560747663,0.0,0.205037646309346,2.487787479703081e-05"
1665,1,"0.0005841121495327,0.0005841121495327,0.0,0.2070963342454735,5.571267568633019e-05"
1666,1,"0.0005841121495327,0.0002920560747663,0.0,0.2050629689777799,2.524221887815696e-05"
1667,1,"0.0002920560747663,0.0002920560747663,0.0,0.205037646309346,2.487787479703081e-05"
1668,1,"0.0002920560747663,0.0002920560747663,0.0,0.205037646309346,2.487787479703081e-05"
1669,1,"0.0002920560747663,0.0002920560747663,0.0,0.205037646309346,2.487787479703081e-05"
1670,1,"0.0002920560747663,0.0002920560747663,0.0,0.2050503068617578,2.487787479703081e-05"
1671,1,"0.0002920560747663,0.0002920560747663,0.0,0.205037646309346,2.487787479703081e-05"
1672,1,"0.0011682242990654,0.0011682242990654,1.1376222602643105e-07,0.2071221680051249,7.099537407712e-05"
1673,1,"0.0002920560747663,0.0002920560747663,0.0,0.205037646309346,2.487787479703081e-05"
1674,1,"0.0002920560747663,0.0005841121495327,0.0,0.205037646309346,2.487787479703081e-05"
1675,1,"0.0011682242990654,0.000876168224299,4.233572358074904e-05,0.2390433141107233,0.0004034042392757"
1676,1,"0.0002920560747663,0.0002920560747663,0.0,0.2050503068617578,2.487787479703081e-05"
1677,1,"0.0002920560747663,0.0002920560747663,0.0,0.2251993570884421,0.0001012037047775"
1678,1,"0.0017523364485981,0.0017523364485981,0.0063219944247408,0.2255511593850552,0.0001026874004168"
1679,1,"0.0002920560747663,0.0002920560747663,0.0,0.2585479383078611,0.0006709503868638"
1680,1,"0.0026285046728971,0.0026285046728971,2.798731516108609e-05,0.2787300419360558,0.0040931173222121"
1681,1,"0.0020443925233644,0.0020443925233644,1.0565302329009852e-05,0.2747860752690251,0.004619314837626"
1682,1,"0.0011682242990654,0.0011682242990654,0.0017264839827336,0.2252910257548282,0.0001012670899324"
1683,1,"0.0005841121495327,0.0005841121495327,0.0,0.2253827690800982,0.0001026867855414"
1684,1,"0.0002920560747663,0.0002920560747663,0.0,0.2585479383078611,0.0006709503868638"
1685,1,"0.0014602803738317,0.0014602803738317,0.0,0.2655144894559981,0.0032774244116308"
1686,1,"0.0020443925233644,0.0020443925233644,8.61873847267541e-06,0.2656206782615716,0.0033450667050005"
1687,1,"0.0011682242990654,0.0014602803738317,0.0,0.2552490176499745,0.0019173347050828"
1688,1,"0.0002920560747663,0.0002920560747663,0.0,0.2737215396988269,0.0010954856178687"
1689,1,"0.0011682242990654,0.0011682242990654,1.4058768553839835e-06,0.2595177961570934,0.0012708212557514"
1690,1,"0.0020443925233644,0.0020443925233644,6.480775544670671e-06,0.2656844323246794,0.0037140050183253"
1691,1,"0.0014602803738317,0.0014602803738317,9.146786551145176e-06,0.2596395402366042,0.0017675464527981"
1692,1,"0.0002920560747663,0.0002920560747663,0.0,0.2542912718911224,0.0008690330032037"
1693,1,"0.0023364485981308,0.0023364485981308,1.2159246954173658e-05,0.2705327673829872,0.0045690683480324"
1694,1,"0.0005841121495327,0.0005841121495327,7.983467358236981e-06,0.206877007203225,1.146128600243028e-05"
1695,1,"0.0005841121495327,0.0005841121495327,0.0,0.2585680697365232,0.0006893020663421"
1696,1,"0.0002920560747663,0.0002920560747663,0.0,0.2251993570884421,0.0001012037047775"
1697,1,"0.0005841121495327,0.0005841121495327,0.0,0.2070446860543779,2.1189181030944748e-05"
1698,1,"0.0005841121495327,0.0005841121495327,0.0,0.2252146300187296,0.0001026867765213"
1699,1,"0.0005841121495327,0.0005841121495327,0.0,0.2252146300187296,0.0001026867765213"
1700,1,"0.0005841121495327,0.0005841121495327,1.194503373277526e-06,0.2053673295996393,1.0038400932797115e-05"
1701,1,"0.0005841121495327,0.0005841121495327,1.9737746215585782e-06,0.206877007203225,1.2780624247758845e-05"
1702,1,"0.0002920560747663,0.0002920560747663,0.0,0.2585479383078611,0.0006709503868638"
1703,1,"0.0061331775700934,0.0058411214953271,0.0002085318031548,0.2921944319952633,0.0222448383088249"
1704,1,"0.0002920560747663,0.0002920560747663,0.0002880459562989,0.1961482409702403,1.301739225104439e-05"
1705,1,"0.0005841121495327,0.0005841121495327,0.0,0.2424642026596209,0.0018910116422789"
1706,1,"0.000876168224299,0.000876168224299,0.0,0.2472113243226507,0.0022263351788842"
1707,0,"0.0005841121495327,0.0005841121495327,0.0002876193479513,0.2471377330971324,0.0019052961185761"
1708,1,"0.0026285046728971,0.0026285046728971,3.616632798705528e-06,0.2660462842193694,0.0072548839979631"
1709,1,"0.0005841121495327,0.0005841121495327,0.0,0.2498713107318411,0.0018642454091428"
1710,1,"0.0043808411214953,0.0043808411214953,0.0012793046225667,0.2889150617388349,0.0072944866101378"
1711,1,"0.004964953271028,0.004964953271028,0.0006464187749477,0.2774492204550228,0.0124382544415956"
1712,1,"0.0002920560747663,0.0002920560747663,4.103732512353422e-06,0.1975837281862419,2.749649448330268e-05"
1713,1,"0.0002920560747663,0.0002920560747663,0.0002876193479513,0.2448959970225787,0.0009019712534161"
1714,1,"0.000876168224299,0.000876168224299,0.0,0.2472113243226507,0.0022263351788842"
1715,1,"0.0005841121495327,0.0005841121495327,0.0,0.2527621951306263,0.0009639978319793"
1716,1,"0.0017523364485981,0.0017523364485981,4.465607462247722e-06,0.2564316385811713,0.001923786459496"
1717,1,"0.000876168224299,0.000876168224299,0.0,0.2473770649304356,0.0009327496599353"
1718,1,"0.0023364485981308,0.0023364485981308,3.402490017592087e-05,0.2783095641657868,0.0040418199255508"
1719,1,"0.000876168224299,0.000876168224299,0.0,0.2473770649304356,0.0009327496599353"
1720,1,"0.0002920560747663,0.0002920560747663,0.0,0.2388370051514793,0.0003784060032906"
1721,1,"0.0002920560747663,0.0002920560747663,0.0,0.2388370051514793,0.0003784060032906"
1722,1,"0.0005841121495327,0.0005841121495327,0.0,0.2388885489983575,0.000384383860963"
1723,1,"0.0005841121495327,0.0005841121495327,0.0,0.2388885489983575,0.000384383860963"
1724,1,"0.0002920560747663,0.0002920560747663,0.0,0.2388370051514793,0.0003784060032906"
1725,1,"0.0002920560747663,0.0002920560747663,0.0,0.2388370051514793,0.0003784060032906"
1726,1,"0.0011682242990654,0.0011682242990654,1.1023124688657715e-05,0.2474507987798933,0.0008532424043819"
1727,1,"0.0002920560747663,0.0002920560747663,0.0,0.2388370051514793,0.0003784060032906"
1728,1,"0.0002920560747663,0.0002920560747663,0.0,0.2388370051514793,0.0003784060032906"
1729,1,"0.0005841121495327,0.0005841121495327,0.0,0.2388541839621785,0.000479739779359"
1730,1,"0.0002920560747663,0.0002920560747663,0.0,0.216719292542333,6.62807806326328e-05"
1731,1,"0.0002920560747663,0.0002920560747663,0.0,0.2388370051514793,0.0003784060032906"
1732,1,"0.0002920560747663,0.0002920560747663,0.0,0.2355838336851708,0.000273678296236"
1733,1,"0.0043808411214953,0.0043808411214953,0.0006413309496931,0.2647102207753024,0.0039979294839017"
1734,1,"0.0002920560747663,0.0002920560747663,0.0,0.2503799833843149,0.0011229336752924"
1735,1,"0.0002920560747663,0.0005841121495327,0.0,0.2503799833843149,0.0011229336752924"
1736,1,"0.0002920560747663,0.0002920560747663,0.0,0.2503799833843149,0.0011229336752924"
1737,1,"0.0002920560747663,0.0002920560747663,0.0,0.2503799833843149,0.0011229336752924"
1738,2,"0.009929906542056,0.0093457943925233,0.0110087129428741,0.3173537576095344,0.0396068263731729"
1739,1,"0.0005841121495327,0.0002920560747663,0.0,0.2503988628884156,0.0011391401684578"
1740,1,"0.0002920560747663,0.0002920560747663,0.0,0.2503799833843149,0.0011229336752924"
1741,1,"0.0037967289719626,0.0037967289719626,0.0007879089011804,0.2615000960411188,0.0081687701299232"
1742,2,"0.0119742990654205,0.0119742990654205,0.0001774705357907,0.3062894041344925,0.0407806185758362"
1743,1,"0.0002920560747663,0.0002920560747663,0.0,0.2503799833843149,0.0011229336752924"
1744,2,"0.0178154205607476,0.0178154205607476,0.0023014305302111,0.3089106715931319,0.0538845536155527"
1745,1,"0.000876168224299,0.000876168224299,0.0,0.2619332481169086,0.0034919699006805"
1746,1,"0.0002920560747663,0.0002920560747663,0.0,0.265090581913161,0.0017786759397614"
1747,1,"0.0002920560747663,0.0002920560747663,0.0,0.2503799833843149,0.0011229336752924"
1748,1,"0.0002920560747663,0.0002920560747663,0.0,0.2503799833843149,0.0011229336752924"
1749,1,"0.0002920560747663,0.0002920560747663,0.0,0.2503799833843149,0.0011229336752924"
1750,2,"0.0081775700934579,0.0081775700934579,0.0017446704444889,0.3001708143926754,0.0291841967431085"
1751,1,"0.0029205607476635,0.0029205607476635,5.865042759583503e-06,0.2661315691317654,0.0092415767174767"
1752,1,"0.0017523364485981,0.0017523364485981,7.876172851625254e-06,0.2586687739232098,0.0038976749827879"
1753,1,"0.0005841121495327,0.0005841121495327,0.0,0.259985102922271,0.0025030901638092"
1754,1,"0.0037967289719626,0.0037967289719626,1.0551993367394326e-05,0.290787190860435,0.0166680915067036"
1755,1,"0.0029205607476635,0.0029205607476635,2.941340024026497e-07,0.2829816548467122,0.0109124062943582"
1756,1,"0.009053738317757,0.009053738317757,0.0001378527345274,0.2793161510325652,0.0196784862541536"
1757,1,"0.0002920560747663,0.0002920560747663,0.0,0.2382031217004639,0.0009546823856898"
1758,1,"0.0002920560747663,0.0002920560747663,0.0,0.267438972346474,0.0019609027061077"
1759,1,"0.0023364485981308,0.0023364485981308,2.8691081648598893e-07,0.252974001647457,0.0058424724887824"
1760,1,"0.0052570093457943,0.0052570093457943,2.1879211273736904e-05,0.2809942223410195,0.0172366549278669"
1761,1,"0.0011682242990654,0.0011682242990654,2.7703261457835195e-08,0.2761341858993986,0.0032302503666537"
1762,1,"0.0020443925233644,0.0020443925233644,2.455583224322836e-07,0.2717948698335381,0.0080122269838307"
1763,2,"0.0108060747663551,0.0105140186915887,0.0036264594765397,0.3116356718868401,0.0171116438635164"
1764,1,"0.0023364485981308,0.0023364485981308,7.819536486275834e-09,0.2810655708528284,0.0080494979056216"
1765,2,"0.0064252336448598,0.0064252336448598,0.0017890222363962,0.2885886607826686,0.0105379705433117"
1766,1,"0.0017523364485981,0.0017523364485981,3.877637376846442e-07,0.2874396018026632,0.0080665661305124"
1767,1,"0.0005841121495327,0.0005841121495327,0.0,0.2760653187817913,0.0027488398389914"
1768,1,"0.0023364485981308,0.0023364485981308,1.557605041031302e-06,0.2794807035537929,0.0072347269002015"
1769,1,"0.0002920560747663,0.0002920560747663,0.0,0.2382031217004639,0.0009546823856898"
1770,1,"0.0026285046728971,0.0026285046728971,3.9512745557561865e-07,0.2358850489860895,0.0050196522856894"
1771,1,"0.0011682242990654,0.0011682242990654,2.6100993643975503e-08,0.2679136522489849,0.0041185083099073"
1772,2,"0.0026285046728971,0.0026285046728971,0.0005984196750745,0.2958914478861417,0.0068624587271275"
1773,1,"0.0002920560747663,0.0002920560747663,0.0,0.2382031217004639,0.0009546823856898"
1774,2,"0.0163551401869158,0.0166471962616822,0.0021702430314307,0.3204158355486461,0.0320235800505061"
1775,2,"0.0035046728971962,0.0035046728971962,1.140659466796584e-05,0.2967375319119085,0.0176945253210967"
1776,1,"0.0005841121495327,0.0011682242990654,1.7751223614083537e-08,0.2318825305234388,0.0013864454906787"
1777,1,"0.0032126168224299,0.0032126168224299,4.145051517124193e-06,0.2755842090976073,0.0095659232462845"
1778,1,"0.0035046728971962,0.0035046728971962,2.237578699358501e-06,0.2791517921676335,0.0117174836203911"
1779,2,"0.0032126168224299,0.0032126168224299,5.4641986446580135e-05,0.3012600670984458,0.0118504299344024"
1780,0,"0.009929906542056,0.009929906542056,0.0017631980899741,0.3035734271529544,0.0186632251380265"
1781,1,"0.0002920560747663,0.0002920560747663,0.0,0.1810977651538511,1.3340217390078349e-06"
1782,1,"0.0020443925233644,0.0014602803738317,4.279164542688658e-05,0.2799519237587395,0.0027382989367262"
1783,1,"0.0002920560747663,0.0002920560747663,0.0,0.1810977651538511,1.3340217390078349e-06"
1784,1,"0.0002920560747663,0.0002920560747663,0.0,0.1810977651538511,1.3340217390078349e-06"
1785,1,"0.0005841121495327,0.0002920560747663,0.0,0.1811076417771688,1.3535573597181284e-06"
1786,0,"0.0002920560747663,0.0002920560747663,0.0,0.1810977651538511,1.3340217390078349e-06"
1787,1,"0.0032126168224299,0.0029205607476635,0.0040633006281326,0.2218889295487216,9.24290770650398e-05"
1788,1,"0.0014602803738317,0.0011682242990654,0.0007014734955061,0.2409337386364484,0.000438818118014"
1789,1,"0.0011682242990654,0.0011682242990654,1.5584191513629104e-09,0.2768016770547777,0.0041696017006883"
1790,1,"0.0005841121495327,0.0005841121495327,0.0,0.2507770517766325,0.0012796248188418"
1791,1,"0.0005841121495327,0.0005841121495327,0.0,0.2745588854589639,0.0022264746275192"
1792,2,"0.0035046728971962,0.0005841121495327,3.5452859368874515e-08,0.2920145726016679,0.0116176964090944"
1793,1,"0.000876168224299,0.000876168224299,0.0,0.2228867521059244,0.0002413262547017"
1794,1,"0.0037967289719626,0.0037967289719626,0.0004069656977068,0.2785196443534486,0.003066721811458"
1795,1,"0.0011682242990654,0.0011682242990654,2.743867808857686e-07,0.2534180188969908,0.0008262415832899"
1796,1,"0.0035046728971962,0.0035046728971962,0.0003220235749252,0.2776580033132247,0.0020104914339079"
1797,0,"0.0014602803738317,0.0014602803738317,0.0001737581816564,0.2774955895066573,0.0017644975678629"
1798,1,"0.0040887850467289,0.0040887850467289,0.0012580166801283,0.284460315198404,0.0048975341176769"
1799,1,"0.0026285046728971,0.0023364485981308,0.0002555727489599,0.2787768401297992,0.0027849089416214"
1800,1,"0.000876168224299,0.000876168224299,0.0001538058428291,0.2708637617965879,0.0020117197647711"
1801,2,"0.0108060747663551,0.0113901869158878,0.0049303658459553,0.2874396018026632,0.008352499556208"
1802,1,"0.0020443925233644,0.0020443925233644,1.0809750881182542e-05,0.253534105941836,0.0009748329192959"
1803,1,"0.0011682242990654,0.0011682242990654,0.0,0.222707378420372,0.0002945581775772"
1804,2,"0.0075934579439252,0.0075934579439252,0.0021905765602984,0.2868189427903064,0.0069784612208288"
