node_id,feat
1862,"0.0020443925233644,0.0020443925233644,9.922188570048022e-05,0.2480052068428803,0.0030515757129057,0.7142857142857143"
1864,"0.000876168224299,0.000876168224299,0.0,0.2510424644410469,0.0005060136064471,1.0"
1866,"0.0023364485981308,0.0023364485981308,9.140612806617702e-06,0.2532440875182009,0.001095511411698,0.4285714285714285"
1867,"0.0017523364485981,0.0017523364485981,8.238281201414047e-07,0.2511753815616193,0.0006691591444103,0.6"
1865,"0.0005841121495327,0.0005841121495327,0.0,0.2510234877637137,0.0004963550470549,1.0"
1868,"0.000876168224299,0.000876168224299,4.4503329284426114e-08,0.2582061830049116,0.0010901855584913,0.8333333333333334"
1869,"0.0017523364485981,0.0017523364485981,4.433625434432253e-07,0.2599240544478842,0.0016883510387013,0.7"
1870,"0.0026285046728971,0.0026285046728971,8.224457697447891e-07,0.2757214978102099,0.0040508918528211,0.9027777777777778"
1871,"0.0023364485981308,0.0023364485981308,3.274180780596599e-06,0.2718616225645655,0.0031299557927221,0.6964285714285714"
1872,"0.0052570093457943,0.0052570093457943,9.003180458863612e-07,0.2771019458967096,0.0061366022999048,0.8529411764705882"
1873,"0.000876168224299,0.000876168224299,0.0,0.2618712814152013,0.0037864199477799,1.0"
1874,"0.0005841121495327,0.0005841121495327,0.0005756653042502,0.1837634729470515,1.8587136909430136e-06,0.0"
1884,"0.0005841121495327,0.0005841121495327,0.001149453531771,0.2257811884434435,0.000126953022801,0.0"
1885,"0.0002920560747663,0.0002920560747663,0.0002877899912903,0.1549505520355562,2.6825599472912688e-08,0.0"
1875,"0.0002920560747663,0.0002920560747663,0.0,0.2257198014971566,0.0001269261972016,1.0"
1887,"0.000876168224299,0.0005841121495327,0.0008636259388796,0.2257658385768011,0.000128784899792,0.125"
1876,"0.0005841121495327,0.0005841121495327,0.0005751533742331,0.1548731330858207,2.6454902948188837e-08,0.5"
1877,"0.0002920560747663,0.000876168224299,0.0002876193479513,0.1338326570598544,3.817970439038493e-10,0.4"
1881,"0.000876168224299,0.000876168224299,0.0012950122999718,0.1837533045388539,1.8326461767762388e-06,0.1538461538461538"
1882,"0.0002920560747663,0.0002920560747663,0.0001437670131409,0.1178378950223969,5.509912728059522e-12,0.0"
1878,"0.0020443925233644,0.0017523364485981,0.0001318715611693,0.2575054062985552,0.0014720655781637,0.4722222222222222"
1883,"0.000876168224299,0.000876168224299,1.858116358431707e-07,0.2257811884434435,0.0001500367764897,0.6666666666666666"
1888,"0.0005841121495327,0.0005841121495327,0.0,0.2257658385768011,0.0001481736461769,1.0"
1879,"0.000876168224299,0.0005841121495327,0.0022998456019068,0.2258272505696136,0.0001269526466741,0.0"
1889,"0.0005841121495327,0.0005841121495327,0.0,0.2257198014971566,0.0001290916491244,1.0"
1880,"0.0002920560747663,0.0002920560747663,0.0,0.183671997766934,1.8587025904238336e-06,0.0"
3414,"0.0002920560747663,0.0,0.0,0.133964466926703,3.8714676623989816e-10,0.0"
1886,"0.0,0.0002920560747663,0.0,0.0,7.897722255518396e-41,0.0"
1890,"0.0005841121495327,0.000876168224299,3.865632909478193e-06,0.256293101769404,0.0012485763494648,0.5"
1891,"0.0014602803738317,0.0011682242990654,1.1268306783949372e-05,0.2707533403690312,0.0033412517569718,0.5441176470588235"
1892,"0.0020443925233644,0.0020443925233644,0.000269141869498,0.2805905973490636,0.0040753333767118,0.5238095238095238"
1893,"0.0005841121495327,0.0005841121495327,0.0,0.2221561225331929,0.000166199436076,1.0"
1894,"0.0005841121495327,0.0005841121495327,0.0,0.2427300430981776,0.0006044517394056,1.0"
1895,"0.0005841121495327,0.0005841121495327,0.0,0.2394224743782385,0.0004413139315566,1.0"
1899,"0.0014602803738317,0.0014602803738317,4.213415778756705e-09,0.2745361871384068,0.0031347307603996,0.9"
1904,"0.0011682242990654,0.0011682242990654,4.213415778756705e-09,0.2734961060472878,0.0022822422321102,0.8333333333333334"
1911,"0.0020443925233644,0.0020443925233644,1.4821258116046644e-07,0.2736538705913612,0.0028296872466613,0.8095238095238095"
1912,"0.0023364485981308,0.0023364485981308,8.375448438260281e-09,0.2744000759896024,0.0032347365669705,0.9285714285714286"
1919,"0.0032126168224299,0.0032126168224299,1.3213457522164428e-08,0.2748770565041112,0.0043084739817893,0.9636363636363636"
1928,"0.0026285046728971,0.0026285046728971,5.332604344988956e-09,0.2771713312433159,0.0039471416614987,0.9722222222222222"
1931,"0.0052570093457943,0.0052570093457943,1.3872110493350888e-06,0.2764099983041592,0.005912505791597,0.8823529411764706"
1896,"0.0005841121495327,0.0005841121495327,0.0,0.2690641484059446,0.001389123533092,1.0"
1897,"0.0029205607476635,0.0029205607476635,3.7292605217655592e-06,0.2698074195341378,0.0024383413378379,0.6222222222222222"
1898,"0.0032126168224299,0.0032126168224299,4.130443212565088e-06,0.2743774039185465,0.0034102736377372,0.7545454545454545"
1917,"0.0014602803738317,0.0014602803738317,4.262733570355008e-07,0.2453120868453991,0.0010937337261131,0.8"
1932,"0.0005841121495327,0.0005841121495327,0.0,0.2427300430981776,0.0006044517394056,1.0"
1933,"0.0040887850467289,0.0040887850467289,2.912151853066595e-06,0.2754242116302702,0.0040957481725343,0.5934065934065934"
1900,"0.000876168224299,0.000876168224299,0.0,0.270643008934488,0.0022749382829349,1.0"
1905,"0.0026285046728971,0.0026285046728971,1.8232785264156857e-06,0.2759276875468357,0.0040460077138707,0.7916666666666666"
1901,"0.0005841121495327,0.0005841121495327,0.0,0.2689769738883985,0.0014198766154395,1.0"
1902,"0.0011682242990654,0.0011682242990654,9.90136153228839e-07,0.2757214978102099,0.0020960728712146,0.5"
1903,"0.0026285046728971,0.0026285046728971,1.7679479994046627e-07,0.2738569783627056,0.003158951810422,0.8055555555555556"
1906,"0.0026285046728971,0.0026285046728971,0.0001673360224074,0.269895133259604,0.0016617368645713,0.3611111111111111"
1907,"0.0011682242990654,0.0011682242990654,2.83960104836679e-06,0.2692386670687667,0.0016055213135633,0.6666666666666666"
1908,"0.0017523364485981,0.0017523364485981,1.434220173875986e-05,0.2715503900258539,0.0026853221018193,0.7333333333333333"
1909,"0.0020443925233644,0.0020443925233644,4.675403856066717e-06,0.2713063496426608,0.0027643991012989,0.6190476190476191"
1910,"0.0002920560747663,0.0002920560747663,0.0,0.2263814656504307,0.0002056310267606,0.0"
1934,"0.0017523364485981,0.0017523364485981,9.90915317198551e-09,0.2751503620537052,0.0035063851791719,0.9333333333333332"
1913,"0.0020443925233644,0.0020443925233644,4.213415778756705e-09,0.2743774039185465,0.0030439470025623,0.9523809523809524"
1914,"0.0011682242990654,0.0011682242990654,0.0,0.2734285483430356,0.0022142055224857,1.0"
1915,"0.000876168224299,0.000876168224299,9.000041743407723e-09,0.2626375925044423,0.0013310743803154,0.6666666666666666"
1916,"0.000876168224299,0.000876168224299,0.0,0.2350335989543611,0.0005397689264545,1.0"
1918,"0.0037967289719626,0.0037967289719626,2.127446486018973e-07,0.2757443925621662,0.0049190698386714,0.935897435897436"
1920,"0.0017523364485981,0.0017523364485981,6.142338436216832e-09,0.2751503620537052,0.0036057468639814,0.9333333333333332"
1921,"0.0014602803738317,0.0014602803738317,2.1705398770648642e-07,0.2711512794664953,0.0025310024374316,0.7"
1922,"0.0011682242990654,0.0011682242990654,4.4791740974610135e-06,0.2708858568909509,0.0023297732958251,0.5"
1923,"0.0011682242990654,0.0011682242990654,0.0,0.2694571340170535,0.0016437452584306,1.0"
1924,"0.0011682242990654,0.0011682242990654,0.0,0.2752187733819135,0.0031118001933535,1.0"
1925,"0.0023364485981308,0.0023364485981308,1.2231098734609072e-06,0.2714394081760805,0.0030299822894044,0.75"
1926,"0.0040887850467289,0.0043808411214953,0.0047413552405584,0.2888647981581566,0.0064069183423855,0.1632653061224489"
1927,"0.0011682242990654,0.0011682242990654,2.865351026718741e-06,0.2695883844476512,0.0015880803116971,0.6666666666666666"
1929,"0.0026285046728971,0.0026285046728971,4.515963801550629e-06,0.2744000759896024,0.0039646554119347,0.8333333333333334"
1930,"0.000876168224299,0.000876168224299,2.800508403208511e-06,0.2691295663851339,0.0013754980883274,0.6666666666666666"
1935,"0.0005841121495327,0.0005841121495327,0.0,0.2144520322651706,7.023179453590475e-05,1.0"
1936,"0.0005841121495327,0.0005841121495327,5.2818176369414415e-08,0.2252146300187296,0.000388098700666,0.0"
1952,"0.009929906542056,0.0102219626168224,0.0160087615248715,0.2840709768713574,0.0036167937225006,0.1089965397923875"
1937,"0.000876168224299,0.000876168224299,0.0001444641282747,0.2205332527311839,5.376994171392859e-05,0.6153846153846154"
1953,"0.0023364485981308,0.0023364485981308,2.0391971103651457e-05,0.2219334170705185,0.0001071308088096,0.375"
1938,"0.000876168224299,0.000876168224299,7.11013912665194e-08,0.2205186081164863,5.384580448866668e-05,0.6666666666666666"
1944,"0.0026285046728971,0.0026285046728971,2.047720068475759e-06,0.2206211612826314,5.938489784643963e-05,0.3888888888888889"
1957,"0.000876168224299,0.0011682242990654,1.1376222602643105e-07,0.2205186081164863,5.376679482492144e-05,0.6666666666666666"
1939,"0.0011682242990654,0.0011682242990654,0.0,0.2205332527311839,5.473929397866368e-05,1.0"
1941,"0.0026285046728971,0.0023364485981308,1.5926711643700348e-06,0.2206065049907771,5.856967113152161e-05,0.390625"
1947,"0.0020443925233644,0.0020443925233644,6.256922431453708e-07,0.2205771982481679,5.708346540606332e-05,0.5714285714285714"
1940,"0.0011682242990654,0.0011682242990654,0.0010066105152172,0.2205771982481679,5.302257472854643e-05,0.1666666666666666"
1946,"0.0002920560747663,0.0002920560747663,0.0,0.1802230391634738,7.655030173020908e-07,0.0"
1949,"0.0002920560747663,0.0005841121495327,8.532166951982329e-08,0.1802230391634738,7.655030173020908e-07,0.0"
1951,"0.0011682242990654,0.0011682242990654,0.0002884370139508,0.2205771982481679,5.46002424075513e-05,0.4166666666666667"
1950,"0.000876168224299,0.0005841121495327,0.0,0.2205186081164863,5.382379538397364e-05,1.0"
1954,"0.000876168224299,0.000876168224299,4.2660834759911645e-08,0.2205186081164863,5.3834032730630326e-05,0.8333333333333334"
1956,"0.0005841121495327,0.000876168224299,0.0,0.2205039654466247,5.305778387230869e-05,1.0"
1958,"0.0011682242990654,0.0011682242990654,5.688111301321553e-08,0.2205332527311839,5.465901940879651e-05,0.8333333333333334"
1942,"0.000876168224299,0.000876168224299,0.0,0.2205186081164863,5.461625914049903e-05,1.0"
1943,"0.000876168224299,0.000876168224299,0.0,0.2205186081164863,5.457067966626872e-05,1.0"
1948,"0.0014602803738317,0.0014602803738317,1.9908389554625438e-07,0.220547899291105,5.622825543518473e-05,0.7"
1945,"0.000876168224299,0.0005841121495327,0.0,0.2205332527311839,5.4535183250456224e-05,1.0"
1955,"0.0005841121495327,0.0002920560747663,0.0,0.2205186081164863,5.3000468323963696e-05,1.0"
2907,"0.0002920560747663,0.0002920560747663,0.0,0.2204893247212116,5.221218500148323e-05,0.0"
1959,"0.0020443925233644,0.0020443925233644,6.253431703694418e-08,0.2707091970022147,0.0028021656953394,0.9047619047619048"
1961,"0.0002920560747663,0.0002920560747663,0.0,0.2645836761713144,0.0008730487818412,0.0"
1960,"0.0020443925233644,0.0020443925233644,9.621993718702506e-07,0.2681732794658942,0.0023393662421228,0.8333333333333334"
1962,"0.0017523364485981,0.0017523364485981,1.34309663501691e-06,0.2713285170051612,0.0029418838281483,0.7666666666666667"
1963,"0.000876168224299,0.000876168224299,1.1050421739433836e-06,0.2741508890965218,0.0025305899578531,0.6666666666666666"
1964,"0.0002920560747663,0.0002920560747663,0.0,0.2337103047101251,0.0003326985064017,0.0"
1965,"0.0067172897196261,0.0067172897196261,0.0013824919329861,0.2915530921533071,0.0077167135651745,0.3142292490118577"
1966,"0.0029205607476635,0.0029205607476635,8.689648610944022e-05,0.2730239019671271,0.0035497597255292,0.6"
1967,"0.0043808411214953,0.0043808411214953,0.0001562380309861,0.2910675536529203,0.007390427261998,0.4666666666666667"
1968,"0.0002920560747663,0.0002920560747663,0.0,0.2263814656504307,0.0002056310267606,0.0"
1969,"0.0014602803738317,0.0014602803738317,1.6593664088229491e-06,0.2667943857657402,0.0019217512132199,0.8"
1970,"0.0005841121495327,0.0005841121495327,0.0,0.2706209534370604,0.0020646941465487,1.0"
1971,"0.0020443925233644,0.0020443925233644,6.320123668135058e-09,0.2736313216567376,0.0028625746509395,0.9761904761904762"
1972,"0.000876168224299,0.000876168224299,0.0,0.2566694790250555,0.0009072300680471,1.0"
1973,"0.0020443925233644,0.0020443925233644,2.647490795087466e-07,0.2579855282493915,0.0016976985683829,0.8571428571428571"
1974,"0.0002920560747663,0.0002920560747663,0.0,0.2286887762293346,0.0002631954372277,0.0"
1975,"0.0005841121495327,0.0005841121495327,0.0,0.2556813766265913,0.0007479621102385,1.0"
1976,"0.0026285046728971,0.0026285046728971,3.680016639452966e-07,0.2750591998365086,0.0033881940604365,0.8055555555555556"
1977,"0.0014602803738317,0.0014602803738317,0.0,0.2583066054469639,0.0014582287689676,1.0"
1982,"0.0002920560747663,0.0002920560747663,0.0,0.2555239858130324,0.0005885026325612,0.0"
1984,"0.0037967289719626,0.0037967289719626,8.148130332742861e-06,0.2776115799720923,0.0044951470068402,0.6666666666666666"
1985,"0.0017523364485981,0.0017523364485981,4.213415778756705e-09,0.2747406072330742,0.0033473129837693,0.9333333333333332"
1987,"0.0020443925233644,0.0020443925233644,8.453517318723364e-08,0.2584674439310529,0.0018623642212075,0.8095238095238095"
1979,"0.0029205607476635,0.0029205607476635,0.0003125579487165,0.2761571492412614,0.0035310448809513,0.6"
1981,"0.0005841121495327,0.0005841121495327,0.0,0.2224239597874191,0.0003359623089748,1.0"
1978,"0.0002920560747663,0.0002920560747663,0.0,0.2263814656504307,0.0002056310267606,0.0"
1983,"0.0002920560747663,0.0002920560747663,0.0,0.2286887762293346,0.0002631954372277,0.0"
1990,"0.0002920560747663,0.0002920560747663,0.0,0.2286887762293346,0.0002631954372277,0.0"
1991,"0.0005841121495327,0.0005841121495327,0.0,0.2331196714374284,0.0005270878598235,1.0"
1980,"0.0002920560747663,0.0002920560747663,0.0,0.2263814656504307,0.0002056310267606,0.0"
1986,"0.0002920560747663,0.0002920560747663,0.0,0.2263814656504307,0.0002056310267606,0.0"
1988,"0.0037967289719626,0.0037967289719626,2.8423680922360487e-05,0.276686362241807,0.0057680206800239,0.5512820512820513"
1989,"0.0002920560747663,0.0002920560747663,0.0,0.2263814656504307,0.0002056310267606,0.0"
2448,"0.0011682242990654,0.0011682242990654,2.865351026718741e-06,0.2697855000102501,0.0017409421379089,0.6666666666666666"
1992,"0.0020443925233644,0.0020443925233644,0.0005826205467599,0.2645204492294223,0.0039232146478657,0.3333333333333333"
1994,"0.0002920560747663,0.0002920560747663,0.0,0.2085268269780953,5.6620819789893016e-05,0.0"
1993,"0.0002920560747663,0.0002920560747663,0.0,0.2499841704024517,0.0011061218722922,0.0"
1995,"0.0017523364485981,0.0020443925233644,0.0006510520244829,0.2532440875182009,0.000928227949937,0.4520547945205479"
1996,"0.0037967289719626,0.0037967289719626,0.0005323890776349,0.2806854635809456,0.0034382684586253,0.5"
1997,"0.0005841121495327,0.0005841121495327,1.0647127855790652e-06,0.2540772547533411,0.0014378544095239,0.0"
1999,"0.0005841121495327,0.0005841121495327,1.0647127855790652e-06,0.2540772547533411,0.0014378544095239,0.0"
2000,"0.0005841121495327,0.0005841121495327,1.0647127855790652e-06,0.2540772547533411,0.0014378544095239,0.0"
2001,"0.0011682242990654,0.0011682242990654,1.5842269510997663e-06,0.2541939466952057,0.0020398606222095,0.5"
2002,"0.0002920560747663,0.0002920560747663,0.0,0.2086447423740995,5.769792100713584e-05,0.0"
1998,"0.0058411214953271,0.0058411214953271,0.0002439459712009,0.2599037113270853,0.0148366298407112,0.3526315789473684"
2003,"0.0002920560747663,0.0002920560747663,0.0,0.2152862054862993,0.0001046957280999,0.0"
2004,"0.000876168224299,0.000876168224299,2.586408703821563e-06,0.25917347378648,0.0012887233915687,0.6666666666666666"
2005,"0.0002920560747663,0.0002920560747663,0.0,0.2152862054862993,0.0001046957280999,0.0"
2018,"0.0011682242990654,0.0011682242990654,2.586408703821563e-06,0.2582262612462028,0.0013666381440299,0.8333333333333334"
2006,"0.0002920560747663,0.0002920560747663,0.0,0.2152862054862993,0.0001046957280999,0.0"
2007,"0.0002920560747663,0.0002920560747663,0.0,0.2152862054862993,0.0001046957280999,0.0"
2008,"0.0002920560747663,0.0002920560747663,0.0,0.2152862054862993,0.0001046957280999,0.0"
2009,"0.0005841121495327,0.0005841121495327,0.0,0.222170985457026,0.0002351575985699,1.0"
2010,"0.0002920560747663,0.0002920560747663,0.0,0.2152862054862993,0.0001046957280999,0.0"
2011,"0.0005841121495327,0.0005841121495327,0.0,0.222170985457026,0.0002351575985699,1.0"
2012,"0.0002920560747663,0.0002920560747663,0.0,0.2152862054862993,0.0001046957280999,0.0"
2013,"0.0002920560747663,0.0002920560747663,0.0,0.2152862054862993,0.0001046957280999,0.0"
2014,"0.0002920560747663,0.0002920560747663,0.0,0.2152862054862993,0.0001046957280999,0.0"
2015,"0.0002920560747663,0.0002920560747663,0.0,0.2152862054862993,0.0001046957280999,0.0"
2016,"0.0005841121495327,0.0005841121495327,2.586408703821563e-06,0.2579654874253219,0.0010255279543409,0.0"
2017,"0.0002920560747663,0.0002920560747663,0.0,0.2152862054862993,0.0001046957280999,0.0"
2019,"0.0002920560747663,0.0002920560747663,0.0,0.250531099179643,0.0006978150219403,0.0"
2020,"0.0005841121495327,0.0005841121495327,0.0,0.2591937027494668,0.0015049647186891,1.0"
2021,"0.0014602803738317,0.0014602803738317,9.190575952966396e-06,0.2584071060326953,0.0022831353410431,0.4"
2022,"0.0002920560747663,0.0002920560747663,0.0,0.250531099179643,0.0006978150219403,0.0"
2023,"0.0005841121495327,0.0005841121495327,0.0,0.2505500014807732,0.0007080399465722,1.0"
2039,"0.0005841121495327,0.0005841121495327,0.0,0.2505500014807732,0.0007080399465722,1.0"
2024,"0.0002920560747663,0.0002920560747663,0.0,0.2410911659377209,0.0004640493680209,0.0"
2025,"0.0052570093457943,0.0052570093457943,1.553677292347003e-05,0.2631370617770339,0.014651762834497,0.4901960784313725"
2026,"0.0002920560747663,0.0002920560747663,0.0,0.2410911659377209,0.0004640493680209,0.0"
2027,"0.0002920560747663,0.0002920560747663,0.0,0.2546032139558513,0.0008071496967488,0.0"
2028,"0.0002920560747663,0.0002920560747663,0.0,0.2410911659377209,0.0004640493680209,0.0"
2029,"0.0005841121495327,0.0005841121495327,0.0,0.2535534641235525,0.0011712134462349,1.0"
2030,"0.000876168224299,0.000876168224299,0.0,0.2569475177674225,0.0019086590028265,1.0"
2031,"0.0005841121495327,0.0005841121495327,0.0,0.2549159222864948,0.0014049791001543,1.0"
2032,"0.0011682242990654,0.0011682242990654,4.88402863186945e-06,0.2705768532246531,0.0027771510045272,0.6666666666666666"
2034,"0.0002920560747663,0.0002920560747663,0.0,0.2546032139558513,0.0008071496967488,0.0"
2046,"0.0002920560747663,0.0002920560747663,0.0,0.2546032139558513,0.0008071496967488,0.0"
2033,"0.0002920560747663,0.0002920560747663,0.0,0.2410911659377209,0.0004640493680209,0.0"
2035,"0.000876168224299,0.000876168224299,0.0,0.2535728252616194,0.0011883758259563,1.0"
2048,"0.000876168224299,0.000876168224299,0.0,0.2535728252616194,0.0011883758259563,1.0"
2036,"0.0002920560747663,0.0002920560747663,0.0,0.250531099179643,0.0006978150219403,0.0"
2037,"0.0011682242990654,0.0011682242990654,1.524662294159851e-06,0.2570668617143651,0.0019486118615563,0.6666666666666666"
2038,"0.0005841121495327,0.0005841121495327,0.0,0.2505500014807732,0.0007080399465722,1.0"
2047,"0.0005841121495327,0.0005841121495327,0.0,0.2505500014807732,0.0007080399465722,1.0"
2040,"0.0005841121495327,0.0005841121495327,0.0,0.2549159222864948,0.0014049791001543,1.0"
2041,"0.0005841121495327,0.0005841121495327,0.0,0.2535534641235525,0.0011712134462349,1.0"
2042,"0.0011682242990654,0.0011682242990654,2.87442686354268e-07,0.2594366968457944,0.0040647478159547,0.6666666666666666"
2043,"0.000876168224299,0.000876168224299,0.0,0.2713285170051612,0.0027069166674198,1.0"
2044,"0.0011682242990654,0.0011682242990654,1.5507445079512362e-06,0.2578653299911607,0.0021823775154757,0.6666666666666666"
2045,"0.0002920560747663,0.0002920560747663,0.0,0.2410911659377209,0.0004640493680209,0.0"
2049,"0.0005841121495327,0.0005841121495327,0.0,0.2535534641235525,0.0011712134462349,1.0"
2050,"0.0002920560747663,0.0002920560747663,0.0,0.2410911659377209,0.0004640493680209,0.0"
2051,"0.0002920560747663,0.0002920560747663,0.0,0.2410911659377209,0.0004640493680209,0.0"
2052,"0.0002920560747663,0.0002920560747663,0.0,0.1895969009207061,4.445774343388103e-06,1.0"
2053,"0.0002920560747663,0.0005841121495327,0.0002876193479513,0.2347677426388242,0.0003080336048341,0.5"
2054,"0.0005841121495327,0.0005841121495327,0.0,0.2391810515432273,0.0003136242023529,1.0"
2063,"0.0005841121495327,0.0005841121495327,0.0,0.2391810515432273,0.0003136242023529,1.0"
2055,"0.0005841121495327,0.0005841121495327,0.0,0.2391810515432273,0.0003138988551602,1.0"
2066,"0.0017523364485981,0.0017523364485981,7.678950256784096e-07,0.2392499798001562,0.0003326535180994,0.4"
2056,"0.0002920560747663,0.0002920560747663,0.0,0.2391638256842757,0.0003090976078871,0.0"
2057,"0.0005841121495327,0.0005841121495327,0.0,0.2391810515432273,0.0003136242023529,1.0"
2058,"0.0002920560747663,0.0002920560747663,0.0,0.2391638256842757,0.0003090976078871,0.0"
2059,"0.000876168224299,0.000876168224299,0.0,0.2391982798837548,0.0003184957614615,1.0"
2060,"0.000876168224299,0.000876168224299,5.500979447837016e-07,0.2394052137283662,0.000367276678547,0.6666666666666666"
2061,"0.000876168224299,0.000876168224299,0.0,0.2391982798837548,0.0003184957614615,1.0"
2062,"0.0005841121495327,0.0005841121495327,0.0,0.2391810515432273,0.0003138988551602,1.0"
2064,"0.000876168224299,0.000876168224299,2.029120921151089e-06,0.2552686386060549,0.0017027913534528,0.6666666666666666"
2065,"0.0005841121495327,0.0005841121495327,0.0,0.2391810515432273,0.0003136242023529,1.0"
2077,"0.004964953271028,0.004964953271028,0.0001220531390052,0.2756299568082808,0.0060313144414296,0.3345588235294117"
2067,"0.0026285046728971,0.0023364485981308,2.117882755468259e-05,0.264773538480798,0.0031313743066381,0.624031007751938"
2068,"0.000876168224299,0.0011682242990654,5.702751236380892e-06,0.2399414537302144,0.0006898479901994,0.631578947368421"
2069,"0.0005841121495327,0.0005841121495327,0.0,0.2398894545709866,0.0006487064427942,1.0"
2071,"0.0017523364485981,0.0017523364485981,2.1030968074782816e-05,0.2647313233120351,0.0038683550739325,0.5333333333333333"
2072,"0.0005841121495327,0.0005841121495327,0.0,0.2531668612964983,0.0014854631359026,1.0"
2073,"0.000876168224299,0.000876168224299,0.0,0.2538830060876275,0.0012371497466957,1.0"
2075,"0.000876168224299,0.000876168224299,0.0,0.239924118172543,0.0006749847684505,1.0"
2076,"0.0005841121495327,0.0005841121495327,0.0,0.2398894545709866,0.0006487064427942,1.0"
2079,"0.0017523364485981,0.0017523364485981,0.0005823688305667,0.2532827182996086,0.001820779119281,0.4666666666666667"
2070,"0.0020443925233644,0.0020443925233644,0.0001214054731301,0.2853402405590451,0.0055961879630074,0.6666666666666666"
2074,"0.0011682242990654,0.0011682242990654,1.194503373277526e-07,0.2400108210195264,0.0007915825773298,0.6666666666666666"
2080,"0.000876168224299,0.000876168224299,0.0,0.2336609709841098,0.0004371803937331,1.0"
2078,"0.0002920560747663,0.0002920560747663,0.0,0.2014797791303342,2.627832565627244e-05,0.0"
2082,"0.0002920560747663,0.0002920560747663,0.0,0.2594366968457944,0.0015791438172554,0.0"
2081,"0.0017523364485981,0.0017523364485981,9.719282443547074e-06,0.2628662803471993,0.0044152354559066,0.6"
2083,"0.000876168224299,0.000876168224299,2.8440556506607766e-08,0.244787683888115,0.0017223755202022,0.6666666666666666"
2095,"0.0102219626168224,0.0102219626168224,2.832647106846703e-05,0.2796219029661644,0.026696486324865,0.3957983193277311"
2084,"0.0017523364485981,0.0020443925233644,0.000751141826646,0.2450586465667602,0.0013271823368372,0.5068493150684932"
2090,"0.0005841121495327,0.0005841121495327,0.0,0.2539995196287416,0.0014009695862011,1.0"
2092,"0.0014602803738317,0.0014602803738317,1.7695740381804472e-05,0.2541161401611699,0.0014930482829583,0.3"
2085,"0.0002920560747663,0.0002920560747663,0.0,0.2446794665212325,0.0012073843133708,0.0"
2086,"0.0032126168224299,0.0032126168224299,1.7639259714837545e-05,0.2775651721519699,0.0125631646787846,0.5454545454545454"
2087,"0.0040887850467289,0.0043808411214953,0.0025009535959341,0.2453302097832571,0.0022311960522019,0.2372448979591837"
2091,"0.0002920560747663,0.0002920560747663,0.0,0.2594366968457944,0.0015791438172554,0.0"
2088,"0.0029205607476635,0.0029205607476635,2.414285605140827e-06,0.2663236602475073,0.0091302527150387,0.5555555555555556"
2089,"0.0014602803738317,0.0017523364485981,0.0007636844604724,0.2450224835553876,0.0013257035827909,0.54"
2093,"0.0005841121495327,0.0005841121495327,0.0,0.2448959970225787,0.0013042882702839,1.0"
2094,"0.004964953271028,0.004964953271028,9.629458553375276e-06,0.2776580033132247,0.0163525293158082,0.3235294117647059"
2096,"0.0020443925233644,0.0020443925233644,1.0280784845695238e-06,0.2588704178068419,0.0065066352752214,0.5714285714285714"
2097,"0.0002920560747663,0.0002920560747663,0.0,0.221267971723492,6.557565336622586e-05,0.0"
2098,"0.000876168224299,0.000876168224299,1.900803711193024e-06,0.2242413207931776,0.0001488778040369,0.0"
2099,"0.0002920560747663,0.0002920560747663,0.0,0.223366497587016,9.248201417639348e-05,0.0"
2100,"0.0002920560747663,0.0002920560747663,0.0,0.223366497587016,9.248201417639348e-05,0.0"
2101,"0.0002920560747663,0.0002920560747663,0.0,0.223366497587016,9.248201417639348e-05,0.0"
2102,"0.0014602803738317,0.0011682242990654,6.455978254343497e-06,0.255307889569168,0.0028506709526949,0.5147058823529411"
2104,"0.000876168224299,0.0011682242990654,2.2467215261723999e-07,0.2549550648465388,0.0024652739399679,0.8333333333333334"
2103,"0.0017523364485981,0.0017523364485981,1.6030176467829953e-05,0.2649425338779455,0.0037517186197929,0.4666666666666667"
2108,"0.0087616822429906,0.0087616822429906,1.146227498312269e-05,0.2964726113406096,0.034685471556202,0.6264367816091954"
2111,"0.0075934579439252,0.0075934579439252,0.0001694036093723,0.2954702126191091,0.0248241897571923,0.4092307692307692"
2105,"0.0026285046728971,0.0026285046728971,1.5385972196468098e-06,0.2559572776033735,0.008348280019695,0.3194444444444444"
2106,"0.004964953271028,0.004964953271028,3.5516792566478586e-06,0.2572460856477007,0.0140893301849285,0.2794117647058823"
2107,"0.0017523364485981,0.0017523364485981,5.8148728749736145e-08,0.2551901728752915,0.0058393713662592,0.8"
2109,"0.0061331775700934,0.0064252336448598,1.2434933034610571e-05,0.2905836296487721,0.0241810134085996,0.7278911564625851"
2110,"0.0040887850467289,0.0040887850467289,4.464169188691493e-07,0.2829816548467122,0.0168526418060546,0.6758241758241759"
2112,"0.0037967289719626,0.0037967289719626,1.468740683438368e-05,0.2887392156878678,0.0109490617261348,0.532051282051282"
2957,"0.0002920560747663,0.0002920560747663,0.0,0.2423049777180713,0.0001495981042514,1.0"
2969,"0.0011682242990654,0.0005841121495327,0.0006726583808614,0.2423934101916911,0.0001540996081031,0.1538461538461538"
2117,"0.000876168224299,0.000876168224299,5.688111301321553e-08,0.2423226590503625,0.0001645187497852,0.6666666666666666"
2113,"0.0020443925233644,0.0020443925233644,2.896170540964377e-07,0.2847530200331133,0.0069508945820612,0.8333333333333334"
